Date,High,Low,Open,Close,Volume,Adj Close
2020-11-02,192.7050018310547,185.0500030517578,189.00999450683594,187.75999450683594,14386000,187.75999450683594
2020-11-03,188.75,174.80999755859375,177.94000244140625,179.80999755859375,31656000,179.80999755859375
2020-11-04,195.0,184.11000061035156,186.75999450683594,194.2899932861328,16107000,194.2899932861328
2020-11-05,204.9199981689453,199.3699951171875,202.3000030517578,204.55999755859375,15188500,204.55999755859375
2020-11-06,204.9199981689453,198.5500030517578,204.60000610351562,202.72999572753906,8075100,202.72999572753906
2020-11-09,196.07000732421875,184.44000244140625,195.74000549316406,184.72000122070312,18986400,184.72000122070312
2020-11-10,186.7100067138672,178.60000610351562,184.97999572753906,183.36000061035156,13144300,183.36000061035156
2020-11-11,193.10000610351562,186.39999389648438,187.4980010986328,192.33999633789062,9151700,192.33999633789062
2020-11-12,194.89999389648438,188.42999267578125,193.9499969482422,189.10000610351562,7096100,189.10000610351562
2020-11-13,191.72999572753906,186.85000610351562,191.10699462890625,188.6199951171875,6017200,188.6199951171875
2020-11-16,192.3800048828125,183.5399932861328,185.19000244140625,191.94000244140625,10127800,191.94000244140625
2020-11-17,194.6300048828125,190.6300048828125,192.1300048828125,192.3000030517578,6448800,192.3000030517578
2020-11-18,192.9499969482422,189.5399932861328,192.58999633789062,190.1199951171875,8095400,190.1199951171875
2020-11-19,192.75,189.57000732421875,190.82000732421875,190.89999389648438,9391500,190.89999389648438
2020-11-20,194.72999572753906,190.9600067138672,192.47000122070312,192.6699981689453,11514100,192.6699981689453
2020-11-23,202.16000366210938,193.9199981689453,194.52999877929688,200.82000732421875,12020000,200.82000732421875
2020-11-24,207.07899475097656,198.86000061035156,204.0,206.0,14781600,206.0
2020-11-25,216.07000732421875,206.22999572753906,206.2899932861328,214.4600067138672,13817500,214.4600067138672
2020-11-27,213.83999633789062,208.6199951171875,213.1999969482422,211.38999938964844,5363200,211.38999938964844
2020-11-30,215.8300018310547,207.08999633789062,212.50999450683594,214.1199951171875,12976100,214.1199951171875
2020-12-01,220.57000732421875,214.33999633789062,217.14999389648438,216.5399932861328,10147000,216.5399932861328
2020-12-02,215.75,210.5,215.60000610351562,212.55999755859375,7537400,212.55999755859375
2020-12-03,216.92999267578125,213.11000061035156,213.3300018310547,214.5399932861328,7645200,214.5399932861328
2020-12-04,218.55299377441406,213.00999450683594,214.8800048828125,217.77000427246094,6214600,217.77000427246094
2020-12-07,219.32000732421875,216.30999755859375,217.38999938964844,217.92999267578125,5363400,217.92999267578125
2020-12-08,218.72000122070312,215.57000732421875,216.3249969482422,216.94000244140625,5419600,216.94000244140625
2020-12-09,218.94000244140625,209.25,217.0,210.8000030517578,7807500,210.8000030517578
2020-12-10,216.22999572753906,206.64999389648438,208.36000061035156,215.33999633789062,6556800,215.33999633789062
2020-12-11,215.0,210.4199981689453,213.38999938964844,214.05999755859375,4283400,214.05999755859375
2020-12-14,223.16000366210938,215.0,215.9499969482422,220.7899932861328,9759400,220.7899932861328
2020-12-15,222.30999755859375,217.1199951171875,221.92999267578125,221.60000610351562,6508100,221.60000610351562
2020-12-16,231.14999389648438,224.61000061035156,224.8000030517578,230.1999969482422,10110000,230.1999969482422
2020-12-17,238.10000610351562,232.39999389648438,234.50999450683594,235.50999450683594,8914100,235.50999450683594
2020-12-18,237.1699981689453,232.27999877929688,236.66000366210938,236.4499969482422,11534700,236.4499969482422
2020-12-21,239.75100708007812,232.2010040283203,232.6199951171875,237.72000122070312,8156000,237.72000122070312
2020-12-22,243.67999267578125,238.08999633789062,240.1649932861328,243.49000549316406,6331700,243.49000549316406
2020-12-23,244.25,238.3300018310547,243.60000610351562,239.44000244140625,6421300,239.44000244140625
2020-12-24,242.1199951171875,238.08999633789062,240.36000061035156,238.63999938964844,3053800,238.63999938964844
