Date,High,Low,Open,Close,Volume,Adj Close
2020-11-02,16.219999313354492,15.520000457763672,15.819999694824219,16.100000381469727,18342400.0,15.57470989227295
2020-11-03,16.579999923706055,16.100000381469727,16.549999237060547,16.18000030517578,21144500.0,15.652100563049316
2020-11-04,16.360000610351562,15.84000015258789,16.1299991607666,16.1299991607666,15746600.0,15.603730201721191
2020-11-05,16.030000686645508,15.770000457763672,15.880000114440918,15.829999923706055,14209300.0,15.6185302734375
2020-11-06,16.040000915527344,15.600000381469727,15.829999923706055,15.640000343322754,17539800.0,15.431069374084473
2020-11-09,18.75,17.979999542236328,18.479999542236328,18.079999923706055,50503300.0,17.83847427368164
2020-11-10,19.329999923706055,18.93000030517578,19.31999969482422,19.100000381469727,36959100.0,18.8448486328125
2020-11-11,19.6299991607666,18.770000457763672,19.6200008392334,18.8799991607666,23230200.0,18.627784729003906
2020-11-12,18.90999984741211,18.190000534057617,18.520000457763672,18.280000686645508,18017600.0,18.035802841186523
2020-11-13,18.860000610351562,18.40999984741211,18.440000534057617,18.799999237060547,11526100.0,18.54885482788086
2020-11-16,19.989999771118164,19.520000457763672,19.969999313354492,19.760000228881836,18338200.0,19.496030807495117
2020-11-17,20.1200008392334,19.34000015258789,19.559999465942383,20.049999237060547,17444900.0,19.782155990600586
2020-11-18,20.270000457763672,19.549999237060547,20.15999984741211,19.559999465942383,14930900.0,19.298702239990234
2020-11-19,19.600000381469727,19.149999618530273,19.260000228881836,19.530000686645508,14370100.0,19.26910400390625
2020-11-20,19.600000381469727,19.3700008392334,19.479999542236328,19.489999771118164,8781700.0,19.229637145996094
2020-11-23,20.420000076293945,20.079999923706055,20.190000534057617,20.40999984741211,13965300.0,20.137348175048828
2020-11-24,22.100000381469727,21.479999542236328,21.68000030517578,21.860000610351562,23651600.0,21.567977905273438
2020-11-25,21.600000381469727,21.15999984741211,21.489999771118164,21.40999984741211,14150600.0,21.12398910522461
2020-11-27,21.219999313354492,20.920000076293945,20.959999084472656,21.100000381469727,9843100.0,20.818130493164062
2020-11-30,20.639999389648438,19.559999465942383,20.600000381469727,19.559999465942383,19573100.0,19.298702239990234
2020-12-01,20.6200008392334,20.190000534057617,20.469999313354492,20.239999771118164,19105800.0,19.96961784362793
2020-12-02,21.440000534057617,20.670000076293945,20.739999771118164,21.06999969482422,18098900.0,20.788530349731445
2020-12-03,21.899999618530273,21.049999237060547,21.280000686645508,21.360000610351562,20335900.0,21.074657440185547
2020-12-04,22.440000534057617,22.040000915527344,22.09000015258789,22.270000457763672,18195700.0,21.97249984741211
2020-12-07,21.979999542236328,21.549999237060547,21.799999237060547,21.68000030517578,14184400.0,21.390382766723633
2020-12-08,21.989999771118164,21.639999389648438,21.690000534057617,21.790000915527344,15181200.0,21.498912811279297
2020-12-09,22.360000610351562,21.68000030517578,22.110000610351562,21.899999618530273,15677500.0,21.60744285583496
2020-12-10,22.829999923706055,21.979999542236328,22.020000457763672,22.40999984741211,17912300.0,22.11063003540039
2020-12-11,22.170000076293945,21.670000076293945,22.1299991607666,22.030000686645508,13760100.0,21.735706329345703
2020-12-14,22.329999923706055,21.329999923706055,22.139999389648438,21.360000610351562,13009800.0,21.074657440185547
2020-12-15,21.989999771118164,21.510000228881836,21.579999923706055,21.940000534057617,11904000.0,21.646909713745117
2020-12-16,22.049999237060547,21.65999984741211,21.8799991607666,21.829999923706055,12281900.0,21.53837776184082
2020-12-17,22.049999237060547,21.75,22.020000457763672,21.899999618530273,14900600.0,21.60744285583496
2020-12-18,22.020000457763672,21.6200008392334,22.0,21.739999771118164,10984900.0,21.4495792388916
2020-12-21,20.8700008392334,20.190000534057617,20.309999465942383,20.68000030517578,19097500.0,20.40374183654785
2020-12-22,20.760000228881836,20.43000030517578,20.700000762939453,20.479999542236328,10396200.0,20.206411361694336
2020-12-23,21.540000915527344,21.100000381469727,21.139999389648438,21.209999084472656,13739900.0,20.926658630371094
2020-12-24,21.329999923706055,20.84000015258789,21.290000915527344,21.059999465942383,5024000.0,20.778663635253906
2020-12-28,21.5,20.889999389648438,21.290000915527344,20.989999771118164,10215000.0,20.709598541259766
2020-12-29,21.399999618530273,20.989999771118164,21.389999389648438,21.06999969482422,13062300.0,20.788530349731445
2020-12-30,21.290000915527344,20.93000030517578,21.190000534057617,21.030000686645508,11662600.0,20.749065399169922
2020-12-31,20.93000030517578,20.5,20.760000228881836,20.520000457763672,12011100.0,20.245878219604492
2021-01-04,21.1299991607666,20.549999237060547,21.09000015258789,20.829999923706055,14485100.0,20.55173683166504
2021-01-05,22.780000686645508,21.3700008392334,21.43000030517578,22.3799991607666,25447500.0,22.081029891967773
2021-01-06,23.860000610351562,22.940000534057617,23.3700008392334,23.40999984741211,25221400.0,23.097270965576172
2021-01-07,24.149999618530273,23.5,23.719999313354492,23.90999984741211,16470700.0,23.590591430664062
2021-01-08,24.489999771118164,23.989999771118164,24.170000076293945,24.399999618530273,20189600.0,24.074045181274414
2021-01-11,24.5,23.68000030517578,23.760000228881836,24.3799991607666,12513600.0,24.054311752319336
2021-01-12,25.190000534057617,24.719999313354492,24.940000534057617,25.010000228881836,16990200.0,24.6758975982666
2021-01-13,25.1200008392334,24.6200008392334,25.110000610351562,24.780000686645508,14152800.0,24.448970794677734
2021-01-14,25.549999237060547,24.969999313354492,25.020000457763672,25.469999313354492,14279000.0,25.129751205444336
2021-01-15,24.889999389648438,24.139999389648438,24.799999237060547,24.260000228881836,24063900.0,23.935916900634766
2021-01-19,24.799999237060547,24.40999984741211,24.6200008392334,24.649999618530273,15885200.0,24.32070541381836
2021-01-20,24.899999618530273,24.479999542236328,24.770000457763672,24.809999465942383,13765900.0,24.47856903076172
2021-01-21,24.68000030517578,23.790000915527344,24.65999984741211,24.020000457763672,11698600.0,23.69912338256836
2021-01-22,23.93000030517578,23.34000015258789,23.450000762939453,23.8700008392334,15195000.0,23.55112648010254
2021-01-25,23.229999542236328,22.760000228881836,23.15999984741211,23.06999969482422,17207700.0,22.761812210083008
2021-01-26,23.459999084472656,23.0,23.280000686645508,23.030000686645508,12207100.0,22.722347259521484
2021-01-27,23.309999465942383,22.40999984741211,22.770000457763672,22.729999542236328,14209300.0,22.426355361938477
2021-01-28,23.18000030517578,22.65999984741211,22.850000381469727,22.860000610351562,11086800.0,22.55461883544922
